Tag,Timestamp,TagValue
Drive1_Current,2024-09-18T20:33:43.0224718Z,0.47
Drive1_Frequency,2024-09-18T20:33:43.0224718Z,24.17
Drive1_Speed,2024-09-18T20:33:43.0224718Z,24.17
Drive1_Voltage,2024-09-18T20:33:43.0224718Z,157.3
Drive2_Current,2024-09-18T20:33:43.0224718Z,0.48
Drive2_Voltage,2024-09-18T20:33:43.0224718Z,152.7
Flow001,2024-09-18T20:33:43.0224718Z,14.93
Flow002,2024-09-18T20:33:43.0224718Z,14.14
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:43.0224718Z,31.56
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:43.0224718Z,2.75
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:43.0224718Z,2.75
FluidPMIIAvgCurrent,2024-09-18T20:33:43.0224718Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:43.0224718Z,0.37
Pressure001,2024-09-18T20:33:43.0282371Z,0.98
Tank_Lvl_Raw,2024-09-18T20:33:43.0282371Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:43.0325401Z,0
VIBICh0FFTBand1,2024-09-18T20:33:43.0325401Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:43.0325401Z,0
VIBICh0FFTBand3,2024-09-18T20:33:43.0325401Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:43.0325401Z,0
VIBICh0FFTBand5,2024-09-18T20:33:43.0325401Z,0.01
VIBICh0Overall1,2024-09-18T20:33:43.0325401Z,0.04
VIBICh1FFTBand0,2024-09-18T20:33:43.0325401Z,0
VIBICh1FFTBand1,2024-09-18T20:33:43.0325401Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:43.0325401Z,0
VIBICh1FFTBand3,2024-09-18T20:33:43.0325401Z,0
VIBICh1FFTBand4,2024-09-18T20:33:43.0325401Z,0
VIBICh1FFTBand5,2024-09-18T20:33:43.0325401Z,0.01
VIBICh1Overall0,2024-09-18T20:33:43.0325401Z,0.33
VIBICh1Overall1,2024-09-18T20:33:43.0325401Z,0.03
VIBICh2FFTBand0,2024-09-18T20:33:43.0325401Z,0
VIBICh2FFTBand1,2024-09-18T20:33:43.0325401Z,0.01
VIBICh2Overall1,2024-09-18T20:33:43.0356729Z,0.01
VIBICh2Overall0,2024-09-18T20:33:43.0356729Z,0.16
Drive1_Current,2024-09-18T20:33:43.5170104Z,0.47
Drive2_Voltage,2024-09-18T20:33:43.5170104Z,152.6
VIBICh1Overall0,2024-09-18T20:33:43.5270951Z,0.3
Flow001,2024-09-18T20:33:44.0144889Z,15.18
Flow002,2024-09-18T20:33:44.0144889Z,13.97
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:44.0144889Z,32.03
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:44.0144889Z,2.76
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:44.0144889Z,2.76
FluidPMIIAvgCurrent,2024-09-18T20:33:44.0144889Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:44.0144889Z,0.36
Pressure001,2024-09-18T20:33:44.0198926Z,0.99
Tank_Lvl_Raw,2024-09-18T20:33:44.0198926Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:44.0239116Z,0
VIBICh0FFTBand1,2024-09-18T20:33:44.0239116Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:44.0239116Z,0
VIBICh0FFTBand3,2024-09-18T20:33:44.0239116Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:44.0239116Z,0
VIBICh0FFTBand5,2024-09-18T20:33:44.0239116Z,0.01
VIBICh0Overall0,2024-09-18T20:33:44.0239116Z,0.42
VIBICh0Overall1,2024-09-18T20:33:44.0239116Z,0.03
VIBICh1FFTBand0,2024-09-18T20:33:44.0239116Z,0
VIBICh1FFTBand1,2024-09-18T20:33:44.0239116Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:44.0239116Z,0
VIBICh1FFTBand3,2024-09-18T20:33:44.0239116Z,0
VIBICh1FFTBand4,2024-09-18T20:33:44.0239116Z,0
VIBICh1FFTBand5,2024-09-18T20:33:44.0239116Z,0.01
VIBICh1Overall1,2024-09-18T20:33:44.0239116Z,0.02
VIBICh2FFTBand0,2024-09-18T20:33:44.0239116Z,0
VIBICh2FFTBand1,2024-09-18T20:33:44.0239116Z,0.01
VIBICh2Overall1,2024-09-18T20:33:44.0269111Z,0.01
VIBICh2Overall0,2024-09-18T20:33:44.0269111Z,0.23
Drive1_Current,2024-09-18T20:33:44.5182484Z,0.47
Drive2_Current,2024-09-18T20:33:44.5182484Z,0.48
Drive2_Voltage,2024-09-18T20:33:45.0193165Z,152.7
Flow001,2024-09-18T20:33:45.0193165Z,15.14
Flow002,2024-09-18T20:33:45.0193165Z,13.86
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:45.0193165Z,31.79
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:45.0193165Z,2.77
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:45.0193165Z,2.76
FluidPMIIAvgCurrent,2024-09-18T20:33:45.0193165Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:45.0193165Z,0.37
Pressure001,2024-09-18T20:33:45.0243164Z,0.99
Tank_Lvl_Raw,2024-09-18T20:33:45.0253143Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:45.0293166Z,0
VIBICh0FFTBand1,2024-09-18T20:33:45.0293166Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:45.0293166Z,0
VIBICh0FFTBand3,2024-09-18T20:33:45.0293166Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:45.0293166Z,0
VIBICh0FFTBand5,2024-09-18T20:33:45.0293166Z,0.01
VIBICh0Overall0,2024-09-18T20:33:45.0293166Z,0.37
VIBICh0Overall1,2024-09-18T20:33:45.0293166Z,0.04
VIBICh1FFTBand0,2024-09-18T20:33:45.0293166Z,0
VIBICh1FFTBand1,2024-09-18T20:33:45.0293166Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:45.0293166Z,0
VIBICh1FFTBand3,2024-09-18T20:33:45.0293166Z,0
VIBICh1FFTBand4,2024-09-18T20:33:45.0293166Z,0
VIBICh1FFTBand5,2024-09-18T20:33:45.0293166Z,0.01
VIBICh1Overall0,2024-09-18T20:33:45.0293166Z,0.35
VIBICh1Overall1,2024-09-18T20:33:45.0293166Z,0.03
VIBICh2FFTBand0,2024-09-18T20:33:45.0293166Z,0
VIBICh2FFTBand1,2024-09-18T20:33:45.0293166Z,0.01
VIBICh2Overall1,2024-09-18T20:33:45.0329064Z,0.01
VIBICh2Overall0,2024-09-18T20:33:45.0329064Z,0.14
Drive2_Voltage,2024-09-18T20:33:45.5210525Z,152.6
Drive1_Current,2024-09-18T20:33:46.0183038Z,0.46
Drive2_Current,2024-09-18T20:33:46.0193122Z,0.47
Flow001,2024-09-18T20:33:46.0193122Z,15.12
Flow002,2024-09-18T20:33:46.0193122Z,14.01
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:46.0193122Z,29.6
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:46.0193122Z,2.63
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:46.0193122Z,2.63
FluidPMIIAvgCurrent,2024-09-18T20:33:46.0193122Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:46.0193122Z,0.38
Pressure001,2024-09-18T20:33:46.0243101Z,0.99
Tank_Lvl_Raw,2024-09-18T20:33:46.0243101Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:46.0283031Z,0
VIBICh0FFTBand1,2024-09-18T20:33:46.0283031Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:46.0283031Z,0
VIBICh0FFTBand3,2024-09-18T20:33:46.0283031Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:46.0283031Z,0
VIBICh0FFTBand5,2024-09-18T20:33:46.0283031Z,0.01
VIBICh0Overall0,2024-09-18T20:33:46.0283031Z,0.42
VIBICh0Overall1,2024-09-18T20:33:46.0283031Z,0.04
VIBICh1FFTBand0,2024-09-18T20:33:46.0283031Z,0
VIBICh1FFTBand1,2024-09-18T20:33:46.0283031Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:46.0283031Z,0
VIBICh1FFTBand3,2024-09-18T20:33:46.0283031Z,0
VIBICh1FFTBand4,2024-09-18T20:33:46.0283031Z,0
VIBICh1FFTBand5,2024-09-18T20:33:46.0283031Z,0.01
VIBICh1Overall0,2024-09-18T20:33:46.0283031Z,0.28
VIBICh1Overall1,2024-09-18T20:33:46.0283031Z,0.02
VIBICh2FFTBand0,2024-09-18T20:33:46.0283031Z,0
VIBICh2FFTBand1,2024-09-18T20:33:46.0283031Z,0.01
VIBICh2Overall1,2024-09-18T20:33:46.0313001Z,0.01
VIBICh2Overall0,2024-09-18T20:33:46.0313001Z,0.12
Pressure001,2024-09-18T20:33:46.5229783Z,0.99
VIBICh1Overall0,2024-09-18T20:33:46.5277861Z,0.33
Drive1_Current,2024-09-18T20:33:47.0234688Z,0.47
Drive2_Current,2024-09-18T20:33:47.0234688Z,0.48
Flow001,2024-09-18T20:33:47.0234688Z,15.12
Flow002,2024-09-18T20:33:47.0234688Z,13.92
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:47.0234688Z,31.66
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:47.0234688Z,2.75
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:47.0234688Z,2.75
FluidPMIIAvgCurrent,2024-09-18T20:33:47.0234688Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:47.0234688Z,0.36
Tank_Lvl_Raw,2024-09-18T20:33:47.0291285Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:47.0331874Z,0
VIBICh0FFTBand1,2024-09-18T20:33:47.0331874Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:47.0331874Z,0
VIBICh0FFTBand3,2024-09-18T20:33:47.0331874Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:47.0331874Z,0
VIBICh0FFTBand5,2024-09-18T20:33:47.0331874Z,0.01
VIBICh0Overall1,2024-09-18T20:33:47.0331874Z,0.04
VIBICh1FFTBand0,2024-09-18T20:33:47.0331874Z,0
VIBICh1FFTBand1,2024-09-18T20:33:47.0331874Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:47.0331874Z,0
VIBICh1FFTBand3,2024-09-18T20:33:47.0331874Z,0
VIBICh1FFTBand4,2024-09-18T20:33:47.0331874Z,0
VIBICh1FFTBand5,2024-09-18T20:33:47.0331874Z,0.01
VIBICh1Overall1,2024-09-18T20:33:47.0331874Z,0.03
VIBICh2FFTBand0,2024-09-18T20:33:47.0331874Z,0
VIBICh2FFTBand1,2024-09-18T20:33:47.0331874Z,0.01
VIBICh2Overall1,2024-09-18T20:33:47.0361871Z,0.01
VIBICh2Overall0,2024-09-18T20:33:47.0361871Z,0.19
Drive1_Current,2024-09-18T20:33:47.5155576Z,0.47
VIBICh1Overall0,2024-09-18T20:33:47.5259901Z,0.3
Drive2_Voltage,2024-09-18T20:33:48.0197366Z,152.7
Flow001,2024-09-18T20:33:48.0197366Z,15.04
Flow002,2024-09-18T20:33:48.0197366Z,13.96
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:48.0197366Z,31.25
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:48.0197366Z,2.72
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:48.0197366Z,2.72
FluidPMIIAvgCurrent,2024-09-18T20:33:48.0197366Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:48.0197366Z,0.37
Pressure001,2024-09-18T20:33:48.0246701Z,0.99
Tank_Lvl_Raw,2024-09-18T20:33:48.0246701Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:48.0296717Z,0
VIBICh0FFTBand1,2024-09-18T20:33:48.0296717Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:48.0296717Z,0
VIBICh0FFTBand3,2024-09-18T20:33:48.0296717Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:48.0296717Z,0
VIBICh0FFTBand5,2024-09-18T20:33:48.0296717Z,0.01
VIBICh0Overall0,2024-09-18T20:33:48.0296717Z,0.42
VIBICh0Overall1,2024-09-18T20:33:48.0296717Z,0.04
VIBICh1FFTBand0,2024-09-18T20:33:48.0296717Z,0
VIBICh1FFTBand1,2024-09-18T20:33:48.0296717Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:48.0296717Z,0
VIBICh1FFTBand3,2024-09-18T20:33:48.0296717Z,0
VIBICh1FFTBand4,2024-09-18T20:33:48.0296717Z,0
VIBICh1FFTBand5,2024-09-18T20:33:48.0296717Z,0.01
VIBICh1Overall1,2024-09-18T20:33:48.0296717Z,0.02
VIBICh2FFTBand0,2024-09-18T20:33:48.0296717Z,0
VIBICh2FFTBand1,2024-09-18T20:33:48.0296717Z,0.01
VIBICh2Overall1,2024-09-18T20:33:48.0326643Z,0.01
VIBICh2Overall0,2024-09-18T20:33:48.0326643Z,0.16
VIBICh1Overall0,2024-09-18T20:33:48.5329694Z,0.35
Drive1_Frequency,2024-09-18T20:33:49.0168557Z,24.13
Drive1_Speed,2024-09-18T20:33:49.0168557Z,24.13
Drive1_Voltage,2024-09-18T20:33:49.017798Z,157
Drive2_Current,2024-09-18T20:33:49.017798Z,0.48
Drive2_Voltage,2024-09-18T20:33:49.017798Z,152.7
Flow001,2024-09-18T20:33:49.017798Z,15.32
Flow002,2024-09-18T20:33:49.017798Z,13.82
FluidPMIAvgTHD_Current_IEEE,2024-09-18T20:33:49.017798Z,31.84
FluidPMIAvgTHD_VToVN_IEEE,2024-09-18T20:33:49.017798Z,2.77
FluidPMIAvgTHD_VToV_IEEE,2024-09-18T20:33:49.017798Z,2.77
FluidPMIIAvgCurrent,2024-09-18T20:33:49.017798Z,0.93
FluidPMIVoltagePercentUnbalance,2024-09-18T20:33:49.017798Z,0.37
Pressure001,2024-09-18T20:33:49.0228568Z,0.99
Tank_Lvl_Raw,2024-09-18T20:33:49.0228568Z,28.81
VIBICh0FFTBand0,2024-09-18T20:33:49.0277978Z,0
VIBICh0FFTBand1,2024-09-18T20:33:49.0277978Z,0.02
VIBICh0FFTBand2,2024-09-18T20:33:49.0277978Z,0
VIBICh0FFTBand3,2024-09-18T20:33:49.0277978Z,0.01
VIBICh0FFTBand4,2024-09-18T20:33:49.0277978Z,0
VIBICh0FFTBand5,2024-09-18T20:33:49.0277978Z,0.01
VIBICh0Overall0,2024-09-18T20:33:49.0277978Z,0.42
VIBICh0Overall1,2024-09-18T20:33:49.0277978Z,0.04
VIBICh1FFTBand0,2024-09-18T20:33:49.0277978Z,0
VIBICh1FFTBand1,2024-09-18T20:33:49.0277978Z,0.01
VIBICh1FFTBand2,2024-09-18T20:33:49.0277978Z,0
VIBICh1FFTBand3,2024-09-18T20:33:49.0277978Z,0
VIBICh1FFTBand4,2024-09-18T20:33:49.0277978Z,0
VIBICh1FFTBand5,2024-09-18T20:33:49.0277978Z,0.01
VIBICh1Overall1,2024-09-18T20:33:49.0277978Z,0.03
VIBICh2FFTBand0,2024-09-18T20:33:49.0277978Z,0
VIBICh2FFTBand1,2024-09-18T20:33:49.0277978Z,0.01
